date,x,y,x_0,y_0,mu_x,mu_y,scale,r,maha_dist
2003-03-21,1.5054901200920228,0.4555070295709953,0.18621925765805275,0.06448475831415694,0.783020731263712,0.2053274052191545,3.8796706522960878,0.19625401316462213,0.7614009352701145
2003-03-22,2.9845811494795997,4.523075337349692,0.5659239882204744,1.1206108493130826,0.7880731682705254,0.17367378240670875,3.8812773922446846,1.177946540874361,4.571937278368487
2003-03-23,2.0181079312056243,0.9960448402649758,0.31468309862422467,0.21579140754349557,0.7995065620133698,0.16039873838632768,3.8724716215135335,0.3677848764906829,1.4242364970320296
2003-03-24,3.859507425150998,-4.167242589574509,0.7892899573167463,-1.1173893555317844,0.8177818681454406,0.13889576723603483,3.853749219546825,1.428358091199981,5.504533879195319
2003-03-25,1.3261279420371026,-3.388055565763493,0.13094747065519316,-0.911857850019301,0.8237853373325985,0.11002687299630085,3.8362146453920984,0.9101257338495903,3.4914376693420293
2003-03-26,1.4189406687858441,3.7086754453155795,0.15560963743490244,0.9431084721757469,0.8227965374611369,0.09560500727549012,3.831023201079673,0.9120615809143648,3.4941290772963374
2003-03-27,3.380531830432697,4.646841734396013,0.6721684142290593,1.1933819458001855,0.808648361650705,0.08066570860545991,3.826248622128135,1.2847128791438869,4.915630883654567
2003-03-28,2.3815721139196553,-1.6242923480823301,0.4156567765384989,-0.44632485693739127,0.7974958770778611,0.07666055270804122,3.8110198756619433,0.6435834025351614,2.4527091387076414
2003-03-29,2.1168172217888523,3.009360663734971,0.3454268714609052,0.7688748625255915,0.8045823550824664,0.08849814231891254,3.798878938273053,0.7916425922171384,3.00735437021357
2003-03-30,2.8938654560201926,4.697221745926013,0.5485274632087442,1.2150131008069993,0.8108694915216889,0.08329162292201332,3.7974324062345293,1.2519588269898068,4.754229020882461
2003-03-31,3.0165310820483833,-7.445172711206276,0.5834209410228944,-1.9868646768444582,0.8036962572964366,0.09072982476116222,3.7928614987186604,2.0836015043477367,7.902811924512813
2003-04-01,-1.0920163718494313,0.5734465410887188,-0.5003919527362647,0.12928627738286566,0.8039512553187693,0.08358535284495958,3.788965063887597,0.5467605566873296,2.071656647600026
2003-04-02,-5.990153245824841,4.206411346955097,-1.801168843092311,1.0880654221907804,0.8148494281953956,0.09558734735422,3.7781037020033974,2.2432623627679766,8.47527783733858
2003-04-03,-2.8220356309176866,-2.1153401132873757,-0.9717515622288254,-0.5899822096386806,0.8411532280133495,0.10870185517514838,3.769676326044782,1.1026390743200019,4.156592414636044
2003-04-04,2.468901667362443,1.774175079487369,0.43241421381216527,0.44050895207613616,0.849209024366169,0.12416199929374315,3.7456970452406217,0.5845425159369227,2.1895191747624505
2003-04-05,2.1808894712723372,-6.6050695589588795,0.3521459776646121,-1.8051939701147899,0.8636981470305971,0.1472036084868532,3.7404696000709357,1.8287566554361816,6.840408675586436
2003-04-06,-0.5937756686321174,-9.8950089286317091,-0.39205028718252044,-2.697032324787319,0.8680293873385428,0.16118951678594476,3.7286162101192684,2.6051561176490052,9.713627330157461
2003-04-07,-1.739908393491738,-7.3187276036569715,-0.7030005867203699,-2.013678446854026,0.8728322004855206,0.16521980790518784,3.716555353340721,2.0099575378396883,7.470118447245628
