x_0,y_0,x_0_thin,y_0_thin
1,0.9999999999999998,1,1
0.5863403962080092,0.5448820009844526,0.04570437122310276,0.02066677220963667
0.3198143987680936,0.25565729017817646,0.012507814527161388,-0.0109818493501435
0.22184343880196722,0.1748590216496417,-0.04317195727130713,0.006358913276926002
0.16431589176595435,0.12493121558932314,-0.016814153387934613,0.004673190824454065
0.10850718728286936,0.08647421958514051,0.016870978395534874,-0.07552863815361464
0.08663982069734165,0.0560148339627304,-0.02702025369114625,-0.03692229313386661
0.06811802646335052,0.042514005094604373,0.042222667516787195,-0.005105544305213773
0.05449773392344157,0.036403555769671685,-0.03167584236982362,-0.0448760864199898
0.04819778414079722,0.035386708954390354,0.030152129682437988,-0.02235113002663178
0.0507120528563945,0.02051089148810207,0.02695488828813961,0.003711185097429674
0.055874514024503934,-0.007296553135793926,-0.024909673489375984,-4.994780137826885e-4
0.050665065123172634,-0.013554317580711408,-0.010262090679872216,0.015072821827334187
0.035975919604318174,-0.008939418798252694,0.027039440862737827,-0.024696686795910975
0.036602543926974665,0.012414433114016268,-0.017814760458187306,0.006627177545583655
0.027744626675409532,0.02421332246516473,0.06217264504261475,0.00521921230795938
0.011458834852747393,0.004466079291255711,0.035164530065460296,-0.012911212660762153
-0.004396850147334477,-0.00689823846937045,-0.005136594578730629,-0.005682810806395157
-0.0014290468518528083,-0.010388146423278571,-0.02244101524989031,0.050627466118432295
-0.005068092681415633,-0.013853145686360572,-0.008960325488712288,-0.04568817174175983
-0.008897333655945774,0.0032256353496464304,-0.026213171002020478,-0.04456342281883177
-0.004653277553503536,0.01457659587797919,-0.04771374529079272,-2.8899957915342586e-4
0.006878076704984294,0.007740373767206836,-0.03963650176026575,-0.010646577992115025
0.011996473789851443,-0.006426408469106268,0.004625593193318842,-0.0030912207762086733
0.026565643840221632,-0.002281487211682623,0.05399727457437152,0.02508163323139039
0.01926177209826202,0.004976228203468814,0.020074006510003333,0.008187151693236572
0.007754419164296413,0.006238357158582827,-0.022794878662913208,-0.03418960021099602
-0.007109696246577243,-0.005061315020883613,-0.044094806496894956,0.0022259462587911594
-0.010370179668394465,-0.007850940381852722,-0.0016873654048262731,-0.04079250308731819
0.0063135259302319205,-0.006337864047886515,0.03655961116649633,-0.004498356611847
0.013474286163872936,-0.015815190240297844,0.003915770617402692,-0.0025154363745436862
