x_0,y_0,x_0_thin,y_0_thin
1,1,1,1
0.5838571437650817,0.5450867086640165,0.03898792651588653,0.02161310041121198
0.3162548457461549,0.2557767275392932,0.00858451312985002,-0.012330240171090374
0.2173435208628827,0.174821874354227,-0.04513307195025886,0.0013953790078680833
0.15955289347266852,0.12493503606210672,-0.01642832898812548,0.0024999426924942926
0.10314191137247734,0.08644689853243763,0.020569709811763544,-0.07548151804334526
0.08154544477976074,0.05583023900754572,-0.024006189961653344,-0.03559396858849111
0.06353844377506007,0.0420992720071689,0.04662594535241137,-0.004611002574008216
0.05019306538016785,0.03596229007389559,-0.02797153565988317,-0.04418692377306401
0.044266913169722644,0.03514473769066244,0.03303562765596253,-0.02571236644883445
0.047570050151651166,0.02008596241509212,0.027504533054018385,0.002566305614992867
0.05333194072834959,-0.008144346818417351,-0.026509052256064328,-2.916369433784235e-4
0.048233534449555686,-0.015290476428166909,-0.013025255616553408,0.016661627387360375
0.03327483767616764,-0.011360432857229012,0.023117944596302533,-0.025980828445636275
0.0343230540113132,0.009488114848425006,-0.021811515848697092,0.006240095005232224
0.025407651401232665,0.020577725427500995,0.06192564431288525,0.005074700106728689
0.009178896000514788,9.411295036681368e-4,0.03643109410172737,-0.013620861011658061
-0.007030058201740216,-0.01072747681774889,-0.003074593450889726,-0.005140735321357091
-0.004296299850729515,-0.014309512609227722,-0.021273377174118566,0.05369168375702025
-0.007686487101512178,-0.017999436417156192,-0.005962643880494715,-0.042454612440516896
-0.011366097859310137,-0.00127878866262641,-0.022759686594089938,-0.0440585811770851
-0.0066921179174104575,0.009744662358497707,-0.0455459743935285,1.2364056252911343e-4
0.005157675830306011,0.0029491128978000715,-0.03862761790309177,-0.009774642743696257
0.009761785923604924,-0.010757458439805152,0.0032426665357841652,-0.0027889747234199676
0.02455930333894703,-0.006352058811717315,0.05031050758800748,0.024986221839224918
0.017864058168113123,9.990716442239396e-4,0.01684622314921454,0.007725060444004453
0.006591869255215184,0.0027783615926688945,-0.026741125790010804,-0.03555086900539786
-0.008191597125519166,-0.008256817532149055,-0.04637241144708133,0.0011774105550182695
-0.010988472569518964,-0.010558258971246428,-0.0031471699308474096,-0.041448876966578556
0.0064217748586172995,-0.008014384368832035,0.03698016928478895,-0.005342706289467351
0.014476934275368928,-0.016505562008304567,0.004924317211703362,-0.0030429137659864435
