k,gamma
1170,-0.16401870205231053
1171,-0.16244460248169487
1172,-0.16553701618208516
1173,-0.16689910324518661
1174,-0.1673242681269885
1175,-0.1663092989420018
1176,-0.1656803060045395
1177,-0.1671628599371471
1178,-0.16648810162507074
1179,-0.16491108322539136
1180,-0.16410827889880375
1181,-0.16418836313037818
1182,-0.16373061851595275
1183,-0.1639598048924506
1184,-0.16559615440501335
1185,-0.1678591891133395
1186,-0.16620884246782722
1187,-0.16642768038185105
1188,-0.17064692701981637
1189,-0.17343389770827736
1190,-0.1725402482988844
1191,-0.17087526557504032
1192,-0.17251506198875796
1193,-0.17274919637692168
1194,-0.17271934315941692
1195,-0.17454280215332962
1196,-0.17665242585069507
1197,-0.1751088740111238
1198,-0.17510131473825868
1199,-0.17455694020073242
1200,-0.1747368411108839
1201,-0.17605881408895802
1202,-0.1752809908275821
1203,-0.17508998823399674
1204,-0.17525558286823478
1205,-0.17353442236903688
1206,-0.17311126832199097
1207,-0.17302302223812008
1208,-0.17297491564420595
1209,-0.1713123018848974
1210,-0.17148002087955835
1211,-0.17037874854426302
1212,-0.16977713487268364
1213,-0.1706547429375053
1214,-0.1725247266010395
1215,-0.17125599712973635
1216,-0.17347793455759428
1217,-0.17341200077476696
1218,-0.17367836411845797
1219,-0.17431309574137052
1220,-0.17632929151016427
1221,-0.17486072443498232
1222,-0.17397693212928952
1223,-0.18092994514627678
1224,-0.18043261280269
1225,-0.17955460077711277
1226,-0.17818022094225108
1227,-0.17755086048790403
1228,-0.17882883965452034
1229,-0.17988705228902216
1230,-0.17849234957442878
1231,-0.1770854546013469
1232,-0.17814629712658211
1233,-0.17644249073658402
1234,-0.1763703848557102
1235,-0.17473747148146693
1236,-0.17481696575190583
1237,-0.17384747033362385
1238,-0.1723596337336835
1239,-0.17108930663850105
1240,-0.17365604158045927
1241,-0.17377258853243177
1242,-0.1723865626942769
1243,-0.17219384803857582
1244,-0.17200752518460502
