k,gamma
1245,-0.17206821799677874
1246,-0.1707135686326626
1247,-0.1695886714235535
1248,-0.16887620125071615
1249,-0.1685259069726176
1250,-0.17099714661519227
1251,-0.1721716577298378
1252,-0.172482342767473
1253,-0.17633012850575627
1254,-0.17613023325624547
1255,-0.17801405996945482
1256,-0.1775669268937349
1257,-0.1804263801801527
1258,-0.17905355883695748
1259,-0.18049185571462206
1260,-0.17905963092826654
1261,-0.1775817974805733
1262,-0.1782301067950114
1263,-0.17765761825763735
1264,-0.17751430503654983
1265,-0.178209810583684
1266,-0.17759619659580037
1267,-0.176501546423841
1268,-0.17574808780671566
1269,-0.17415941904781082
1270,-0.17337807026828295
1271,-0.17297321077238967
1272,-0.17192876231718046
1273,-0.17043971423672066
1274,-0.16926201918351888
1275,-0.1714200052109454
1276,-0.17124997944846052
1277,-0.17049227750525275
1278,-0.1760619031518736
1279,-0.17550539297149836
1280,-0.17562075557338683
1281,-0.1785914520614728
1282,-0.17805023836774891
1283,-0.17793179953917268
1284,-0.17714660651733244
1285,-0.17648204021688402
1286,-0.17533439762658287
1287,-0.17448101170165337
1288,-0.1734191410000204
1289,-0.1720740609720043
1290,-0.17200787596782605
1291,-0.1705818617678813
1292,-0.17191481336001105
1293,-0.17389129055092423
1294,-0.17824813760801606
1295,-0.17739333776490085
1296,-0.1798336852772598
1297,-0.18164770015288778
1298,-0.1805390884441999
1299,-0.18199415372753322
1300,-0.1804338888613901
1301,-0.1788821015074799
1302,-0.1774717764260327
1303,-0.1807685238717219
1304,-0.18075694564423062
1305,-0.17955073502304095
1306,-0.17835200136939616
1307,-0.17807617252635355
1308,-0.17687628572767283
1309,-0.17531864740510214
1310,-0.17385132868905645
1311,-0.17256607204342433
1312,-0.1760427903936028
1313,-0.17493695722980682
1314,-0.17598519495124337
1315,-0.1749548132559702
1316,-0.17401411479615111
1317,-0.1734111077999846
1318,-0.17327538481761898
1319,-0.17240305137084155
1320,-0.1715983020995805
1321,-0.17045350156363695
1322,-0.1700341789659107
1323,-0.16974213205485447
1324,-0.17299927986568597
1325,-0.1726645713730198
1326,-0.17212951089293393
1327,-0.17271005565499087
1328,-0.17307405774035184
1329,-0.17214998702195494
1330,-0.17156414787565807
1331,-0.169984195151051
1332,-0.16865543530871768
1333,-0.1677580012653584
1334,-0.16712040913634552
1335,-0.1670131468394351
1336,-0.16599148429946264
1337,-0.16567694181259565
1338,-0.16625175269936132
1339,-0.16658027017276772
1340,-0.1666941455341614
1341,-0.1683017799309846
1342,-0.17227723016986093
1343,-0.17241133018021476
1344,-0.17136061314588938
1345,-0.17246953100013665
1346,-0.17353987379783525
1347,-0.17443664801810635
1348,-0.17294945836443462
1349,-0.17584833018674068
1350,-0.17531184696267568
1351,-0.17492967317823005
1352,-0.17460639438963418
1353,-0.17441574935871929
1354,-0.17467210846550027
1355,-0.1740835231214373
1356,-0.17426911105374585
1357,-0.17335070105771544
1358,-0.17225139143839732
1359,-0.17107272653459296
1360,-0.17056116532266066
1361,-0.1707159531821417
1362,-0.1707927442734752
1363,-0.17310385884208526
1364,-0.17219480128849382
1365,-0.17096092949903366
1366,-0.17026740609099866
1367,-0.16954500522864774
1368,-0.1682862739971375
1369,-0.16755994425621618
1370,-0.16698323303531365
1371,-0.16739678451063023
1372,-0.1663771201069445
1373,-0.16554979053958757
1374,-0.1648940849824255
1375,-0.16580064679979453
1376,-0.1646840728919401
1377,-0.16366029104863694
1378,-0.16255702912775633
1379,-0.16145206004518994
1380,-0.1637538096368557
1381,-0.16226980129663804
1382,-0.16095419020608875
1383,-0.16033261661731807
1384,-0.16040572459108465
1385,-0.16116015354788985
1386,-0.16185378717955973
1387,-0.16104575244357852
1388,-0.1596769981826342
1389,-0.1581933785969618
1390,-0.16020869863246076
1391,-0.16157523827241585
1392,-0.16123544118533928
1393,-0.16163891878610304
1394,-0.16025142184243363
1395,-0.1602034340341719
1396,-0.15931853305012464
1397,-0.15913878320089458
1398,-0.158006143634898
1399,-0.16002506697590738
1400,-0.1589954626947714
1401,-0.15771142927180243
1402,-0.15629082072940612
1403,-0.15589630535968255
1404,-0.15477018289903482
1405,-0.1541826368712354
1406,-0.15320621858782552
1407,-0.1518604447019079
1408,-0.1514450921471373
1409,-0.1536867923326299
1410,-0.15313291959132075
1411,-0.1530440944388803
1412,-0.15173367217129047
1413,-0.15088166686724697
1414,-0.1532743220607722
1415,-0.1520711969714319
1416,-0.15393869406181282
1417,-0.15654907868872178
1418,-0.15597459506808045
1419,-0.15855203783207297
1420,-0.15902003147615681
1421,-0.15797868555298872
1422,-0.15662275064988967
1423,-0.1586765270472225
1424,-0.15884518842935721
1425,-0.15904497286647867
1426,-0.16094430189370593
1427,-0.1598048443380005
1428,-0.1592463789039264
1429,-0.15957362916845816
1430,-0.15820488149817247
1431,-0.16179860106654678
1432,-0.16065685541251162
1433,-0.15970893748043768
1434,-0.16374676822585654
1435,-0.16314784883554462
1436,-0.16674685913462214
1437,-0.16535827146894008
1438,-0.16484579732912646
1439,-0.16558137119753108
1440,-0.16493864549766288
1441,-0.16470904714168072
1442,-0.16330320488557437
1443,-0.16207010480824674
1444,-0.16092846812054593
1445,-0.16082174639561822
1446,-0.16223314887771942
1447,-0.16210393280040503
1448,-0.16078817690589822
1449,-0.16243254263034265
1450,-0.16259402035228396
1451,-0.1628624059670416
1452,-0.1664492831104668
1453,-0.16500099492887674
1454,-0.16420804851155804
1455,-0.16355629425638382
1456,-0.1621943876353693
1457,-0.1620445095669327
1458,-0.16068348349938433
1459,-0.16130247027120154
1460,-0.1606272680848042
1461,-0.16119662419538808
1462,-0.1615113107090202
1463,-0.16060965909619918
1464,-0.1600761003396713
1465,-0.16174681082449893
1466,-0.16042557501251445
1467,-0.16072687306794783
1468,-0.16003213036253347
1469,-0.1600119511729227
1470,-0.15923962387856982
1471,-0.1578522309959346
1472,-0.15811719177609576
1473,-0.1569272858468625
1474,-0.15734565557483976
1475,-0.15616880911469577
1476,-0.15502324233000156
1477,-0.15464457407904003
1478,-0.15351877325292757
1479,-0.15570212441815687
1480,-0.15554884142826622
1481,-0.15683603680674774
1482,-0.15853830077980396
1483,-0.1585335355850162
1484,-0.1591259231978637
1485,-0.15922919574174194
1486,-0.15866835622625586
1487,-0.15867049459325777
1488,-0.15823936685632348
1489,-0.15799817652157075
1490,-0.15667509268939403
1491,-0.15553284509858561
1492,-0.1567146595468994
1493,-0.15602349026074308
1494,-0.15586288394102676
1495,-0.15577314912920293
1496,-0.15572385240670109
1497,-0.15452121245893777
1498,-0.1590546505946067
1499,-0.15933169923726306
1500,-0.16534190735582435
1501,-0.16441087171099078
1502,-0.16562169525258563
1503,-0.1683681159771195
1504,-0.16818907501288308
1505,-0.16705334087587873
1506,-0.16579983230333295
1507,-0.16513429543903232
1508,-0.1673361181199719
1509,-0.16832488044711938
1510,-0.16747582978005968
1511,-0.16686308205579442
1512,-0.1666668751281535
1513,-0.16623241212032822
1514,-0.1658655041365783
1515,-0.16480102260184482
1516,-0.1652439795571836
1517,-0.16546768654714222
1518,-0.16685259128447666
1519,-0.1666236378752376
1520,-0.1658630846989521
1521,-0.164942645356945
1522,-0.16485989278266758
1523,-0.16614925272111622
1524,-0.167234363613919
1525,-0.167901354205805
1526,-0.16778398682797263
1527,-0.17093143597982705
1528,-0.16994442214611458
1529,-0.17302467623395307
1530,-0.17349366280032158
1531,-0.17622937093868507
1532,-0.1766854826618411
1533,-0.175287479612406
1534,-0.17455102713585172
1535,-0.17456815024913863
1536,-0.1738539346166182
1537,-0.17268057101758613
1538,-0.17252050043139291
1539,-0.17534240807481183
1540,-0.17545249568811674
1541,-0.17566791222662198
1542,-0.1747241809754175
1543,-0.1747088074544722
1544,-0.1738951965301174
1545,-0.17255599786322412
1546,-0.17278671149360758
1547,-0.17212050023502148
1548,-0.17414933837043198
1549,-0.17366770603428164
1550,-0.17273162707870937
1551,-0.17197066792152169
1552,-0.17092567547302873
1553,-0.17012662125841893
1554,-0.17042510383262596
1555,-0.17138305485653435
1556,-0.17264085684258673
1557,-0.17272927165164678
1558,-0.1726330329645949
1559,-0.17161673644906797
1560,-0.1719583621549361
1561,-0.17144888801742428
1562,-0.1701137620502661
1563,-0.1687714449646209
1564,-0.16773082659050612
1565,-0.16762379026000798
1566,-0.16745751458855893
1567,-0.16688884278148006
1568,-0.16727260302823785
1569,-0.16654793100657653
1570,-0.16631076493557814
1571,-0.1651391898443971
1572,-0.1657667173464263
1573,-0.16657149262374174
1574,-0.1663680023619325
1575,-0.16515501864725082
1576,-0.16455559295827157
1577,-0.16466023304992325
1578,-0.1636988187087402
1579,-0.1624534216795359
1580,-0.16113534192180054
1581,-0.1648955434675365
1582,-0.16385344956746
1583,-0.16253732694976722
1584,-0.1613357635212689
1585,-0.16098116602902118
1586,-0.16205183800411152
1587,-0.16224707163864316
1588,-0.16355236478487284
1589,-0.16346732954548487
1590,-0.16296591896801435
1591,-0.1629015159385621
1592,-0.1642656312401003
1593,-0.1644311574644037
1594,-0.16430244246238776
1595,-0.16391886082088317
1596,-0.1632673790321802
1597,-0.16198238751048402
1598,-0.16262695948817593
1599,-0.16162093279886885
1600,-0.16205212739003177
1601,-0.1612098072296755
1602,-0.1617011511021091
1603,-0.16085091819630223
1604,-0.160945443046462
1605,-0.15996115344334952
1606,-0.15896790978176453
1607,-0.15812053064493978
1608,-0.166241897305525
1609,-0.16554702940821517
1610,-0.16575738150364275
1611,-0.16443462711199894
1612,-0.16355786611796932
1613,-0.16336610882687108
1614,-0.1675315560449365
1615,-0.16659515485542145
1616,-0.16554711088472415
1617,-0.16558596778188922
1618,-0.16530008956083111
1619,-0.1652121298488941
1620,-0.16443854876326083
1621,-0.16570864888748887
1622,-0.16548917099857846
1623,-0.1679332070967569
1624,-0.1666650423986335
1625,-0.1693428351573999
1626,-0.16875526133390728
1627,-0.1676700971680817
1628,-0.1681871281939758
1629,-0.1670018659128601
1630,-0.16721347220431854
1631,-0.16785157309916554
1632,-0.1765216088888946
1633,-0.1772435701948085
1634,-0.17632293127851598
1635,-0.17503885792120524
1636,-0.17893448085582014
1637,-0.1781921737499242
1638,-0.17710459203626247
1639,-0.1785266949630242
1640,-0.18054743065094508
1641,-0.18396570564773437
1642,-0.1845626544102865
1643,-0.18480674729865876
1644,-0.18422650014701758
1645,-0.18321892136381362
1646,-0.1821701001486544
1647,-0.1827799986429113
1648,-0.1852710264172451
1649,-0.1855858044095306
1650,-0.185323768819545
1651,-0.18434919414798373
1652,-0.18393542759236117
1653,-0.18575562442141264
1654,-0.1866517244542675
1655,-0.18544419532909734
1656,-0.18465136977431845
1657,-0.18408091018672826
1658,-0.1833945620685948
1659,-0.18427838604914534
1660,-0.1832426561928076
1661,-0.18350061250502198
1662,-0.18297950264472318
1663,-0.18298528117033264
1664,-0.18206394744563442
1665,-0.18273458192314287
1666,-0.18206669816486637
1667,-0.18200834032604385
1668,-0.18166045912110998
1669,-0.18155264996908507
1670,-0.18277965866479579
1671,-0.18361122210760314
1672,-0.1841261243146065
1673,-0.1885356391791729
1674,-0.1895409552941517
1675,-0.1899681752347941
1676,-0.18921882847069513
1677,-0.18811976995228474
1678,-0.18728589335085657
1679,-0.1873031164622574
1680,-0.18704418125835484
1681,-0.18591490827362564
1682,-0.18475938831882288
1683,-0.18506345809446956
1684,-0.184498911501133
1685,-0.1861671293050278
1686,-0.1860042575937454
1687,-0.1862081601533207
1688,-0.18488992098775034
1689,-0.18455336263772407
1690,-0.1840212601048924
1691,-0.18309936388377457
1692,-0.18701974779511363
1693,-0.18570018707659372
1694,-0.1856616162268515
1695,-0.18522104038781187
1696,-0.18657503103566794
1697,-0.18567844306211193
1698,-0.18725727235285158
1699,-0.18689582523614204
1700,-0.18786025986232266
1701,-0.18743580400402726
1702,-0.18648975328174608
1703,-0.1852945529460539
1704,-0.1843132995963724
1705,-0.1841284726967841
1706,-0.1840610098208844
1707,-0.18534816354649994
1708,-0.1843643028283704
1709,-0.18323797427216496
1710,-0.18245450882264896
1711,-0.18176203388506185
1712,-0.1815411758528331
1713,-0.18102356521845422
1714,-0.18041045806126788
1715,-0.18027157337193925
1716,-0.1808307985235904
1717,-0.18022155522054967
1718,-0.18028062921020538
1719,-0.17917131964510832
1720,-0.178760906790119
1721,-0.1791057358431081
1722,-0.17845911757878483
1723,-0.17867841428516784
1724,-0.17777980055526002
1725,-0.1771618275862945
1726,-0.176311374003322
1727,-0.17603097327925696
1728,-0.18055459166610324
1729,-0.18032655094207303
1730,-0.17926797098474523
1731,-0.18019175794026387
1732,-0.17995005408646322
1733,-0.1801224890447732
1734,-0.1793845357752934
1735,-0.17827605374378536
1736,-0.17877785244510933
1737,-0.17902123715476786
1738,-0.1783267779136112
1739,-0.17733384183097708
1740,-0.17813999471641295
1741,-0.17899657343755335
1742,-0.17849041525156112
1743,-0.17788895292564064
1744,-0.1766362300667041
1745,-0.17603500547062045
1746,-0.17699672020810445
1747,-0.17581870397319807
1748,-0.17550550976126808
1749,-0.1748760224947653
1750,-0.1756917411148563
1751,-0.17708011340502863
1752,-0.17590855408101255
1753,-0.1759432781170492
1754,-0.17515710509356905
1755,-0.1770203945594429
1756,-0.17606691495291488
1757,-0.17490705559804573
1758,-0.17383370325077174
1759,-0.17295940854738967
1760,-0.17199454123556726
1761,-0.1715192975511873
1762,-0.1715661342907139
1763,-0.1720823793745993
1764,-0.1715617566192691
1765,-0.1730363276543363
1766,-0.17234907497541976
1767,-0.17173214600030648
1768,-0.1727062083558794
1769,-0.17284929318449999
1770,-0.1751910259956666
1771,-0.17419830773626324
1772,-0.1746152093596993
1773,-0.17346366625492296
1774,-0.17262050016849403
1775,-0.1727056778609327
1776,-0.17297098122758003
1777,-0.17266719035268002
1778,-0.1716622743286227
1779,-0.17119152893379902
1780,-0.17223406590869256
1781,-0.17140217776162528
1782,-0.17099156167539753
1783,-0.17444789194581758
1784,-0.1787668416226464
1785,-0.1776785119230807
1786,-0.17680153403555807
1787,-0.17628317208883332
1788,-0.17604588360765758
1789,-0.17615969138998874
1790,-0.17514169555800724
1791,-0.17540224459224626
1792,-0.17612360981448408
1793,-0.1755254141192508
1794,-0.1746892634325069
1795,-0.17468440322522838
1796,-0.17428381310815497
1797,-0.17595321813472842
1798,-0.17499808026848862
1799,-0.17643004207879773
1800,-0.1754927070159274
1801,-0.17487210729638883
1802,-0.17699290773608325
1803,-0.17675127559062115
1804,-0.17715649157551333
1805,-0.1759880604327463
1806,-0.1750867914680143
1807,-0.17567531484933968
1808,-0.17445089155325813
1809,-0.17370413872900947
1810,-0.17323934486895054
1811,-0.1742626545634276
1812,-0.1732102792686068
1813,-0.17252873113300676
1814,-0.17287239796843284
1815,-0.1717574765410033
1816,-0.1717529178857683
1817,-0.17198458271926634
1818,-0.17125628138896024
1819,-0.17341020973427376
1820,-0.1726261555430099
1821,-0.17363132067491405
1822,-0.17244987154902436
1823,-0.17156018018444008
1824,-0.17193916729375638
1825,-0.17152544855062174
1826,-0.17072294099795673
1827,-0.1706982917478707
1828,-0.1704367922557737
1829,-0.16928297210376336
1830,-0.16863016246920157
1831,-0.16873060619215385
1832,-0.17189853631495203
1833,-0.17103213859999442
1834,-0.17353091464404874
1835,-0.173348197287834
1836,-0.1753007586934827
1837,-0.17804774531523618
1838,-0.17855583219303575
1839,-0.17959562940244245
1840,-0.1786637714656947
1841,-0.1787969470305313
1842,-0.18073019381450633
1843,-0.18022596480692493
1844,-0.18183339357062378
1845,-0.1806672521948378
1846,-0.17962091167794111
1847,-0.17863181207231557
1848,-0.17861076507407003
1849,-0.18090994803711222
1850,-0.18200248646103426
1851,-0.1810767927537954
1852,-0.1806789244974991
1853,-0.1799448362253848
1854,-0.18374659360258802
1855,-0.18386564101868247
1856,-0.18292589105248278
1857,-0.18211969638719644
1858,-0.1857227559899791
1859,-0.18650960503507524
1860,-0.18620539638768768
1861,-0.1866462557349122
1862,-0.18618865671016174
1863,-0.18582454872425977
1864,-0.18603776034218064
1865,-0.18711746726966777
1866,-0.18626300180066613
1867,-0.18821758348702813
1868,-0.18744062380429044
1869,-0.18668080285266447
1870,-0.1876841838776096
1871,-0.18707860652248434
1872,-0.18606079671771128
1873,-0.1854827296095905
1874,-0.1863036462850466
1875,-0.18534411470579074
1876,-0.18548390100797701
1877,-0.1856261366436904
1878,-0.18568629257922314
1879,-0.18517774699046535
1880,-0.18480271529965314
1881,-0.18538375337945717
1882,-0.1852522964655537
1883,-0.18557885405843397
1884,-0.1847332651900888
1885,-0.18619988019991252
1886,-0.18512135531598453
1887,-0.18456138202321065
1888,-0.18360122135133852
1889,-0.18387796397061848
1890,-0.1830430884517163
1891,-0.1819176098449325
1892,-0.18098993510258074
1893,-0.18044295323893692
1894,-0.1814711684854877
1895,-0.18362607858609922
1896,-0.18409152327408979
1897,-0.18601192905539615
1898,-0.18759241960234066
1899,-0.18674313886514543
1900,-0.18591846307276833
1901,-0.1863086156354554
1902,-0.1859199252993417
1903,-0.18498666907582265
1904,-0.18432850121390895
1905,-0.18399588800235472
1906,-0.18287542591070535
1907,-0.18239320690625468
1908,-0.1815596995266395
1909,-0.18112102873443534
1910,-0.18045058349011361
1911,-0.17937591487191326
1912,-0.18047055269081472
1913,-0.18004627991892527
1914,-0.17973223341726577
1915,-0.17869424076678045
1916,-0.1795319975364097
1917,-0.17850195157998494
1918,-0.17924204530222232
1919,-0.178497438603568
1920,-0.17735473670985782
1921,-0.17858733589312437
1922,-0.1775524144917196
1923,-0.1766699062472634
1924,-0.17662968217085895
1925,-0.17652357232479823
1926,-0.17577963586561543
1927,-0.1760647291105854
1928,-0.17500311431554472
1929,-0.17508526661465676
1930,-0.1740877643310773
1931,-0.1736670370803442
1932,-0.17344318055510297
1933,-0.17281003870051087
1934,-0.17198564401392477
1935,-0.17126462217725638
1936,-0.17248203579145274
1937,-0.1732869431435107
1938,-0.17385418472041117
1939,-0.17563166872173283
1940,-0.17559267713641422
1941,-0.17703537257873778
1942,-0.17602315853281303
1943,-0.1748947217567071
1944,-0.17480119668353217
1945,-0.1750630516502625
1946,-0.17876028793630602
1947,-0.1787931068330836
1948,-0.1780863115172171
1949,-0.17714422859120624
1950,-0.17684890985920654
1951,-0.17587275883138873
1952,-0.176494681758763
1953,-0.1799320478336725
1954,-0.1798099833503088
1955,-0.17942581512911282
1956,-0.17907248861387284
1957,-0.17842109340332454
1958,-0.17829964547129526
1959,-0.17820879201583073
1960,-0.17749856554131963
1961,-0.17741704283677004
1962,-0.1774698810708317
1963,-0.17679924386416054
1964,-0.17654314708050972
1965,-0.17945371201850352
1966,-0.17836502528808196
1967,-0.17773227538641664
1968,-0.17726458455280678
1969,-0.1796274610172475
1970,-0.17854324589111492
1971,-0.17804902768139683
1972,-0.1770941398159618
1973,-0.1772397253123641
1974,-0.17779907521631447
1975,-0.17797598814091461
1976,-0.17721699162155338
1977,-0.17842195101586064
1978,-0.17818715590273368
1979,-0.17719523644648405
1980,-0.17635841832046267
1981,-0.17553420054389526
1982,-0.17529022204553915
1983,-0.17612553976923104
1984,-0.17562064547066195
1985,-0.17588906008509775
1986,-0.1760108159590333
1987,-0.17525629584518498
1988,-0.17615123180644257
1989,-0.17515848395557473
1990,-0.17850113160954967
1991,-0.17772128138117868
1992,-0.17665304145843164
1993,-0.175686206323739
1994,-0.17538196584496663
1995,-0.17456276907843463
1996,-0.17452707056988856
1997,-0.17381137940255512
1998,-0.17289510714656547
1999,-0.1744005204930962
2000,-0.17373457619244556
2001,-0.1735311565811987
2002,-0.17263905188768994
2003,-0.17247762100707906
2004,-0.1740126319593202
2005,-0.1773837377024574
2006,-0.17631411216963766
2007,-0.1752947005254128
2008,-0.17531581023037754
2009,-0.17508260395429828
2010,-0.17498022228680693
2011,-0.17527441737646296
2012,-0.1756669813597604
2013,-0.17664337241225633
2014,-0.1756565048359586
2015,-0.1750144412442864
2016,-0.18076673045092542
2017,-0.1808750897069186
2018,-0.18022531967120062
2019,-0.18746749311235314
2020,-0.187914191590583
2021,-0.19134859023253997
2022,-0.19091255571259697
2023,-0.18992606607763746
2024,-0.1904204057629914
2025,-0.19024130923976473
2026,-0.1923678541893781
2027,-0.1916395776741894
2028,-0.1910388076259837
2029,-0.19200551354220904
2030,-0.1917822721620029
2031,-0.19140434547132554
2032,-0.19127136433643158
2033,-0.1931471735832519
2034,-0.1954234644145101
2035,-0.19434275219769068
2036,-0.19393641287052749
2037,-0.19354488766189318
2038,-0.19287800587219292
2039,-0.19198010357257606
2040,-0.191090841679505
2041,-0.1964006810985792
2042,-0.19563438685131562
2043,-0.1948626907576936
2044,-0.19478437091075307
2045,-0.1943180492283763
2046,-0.19374039765281617
2047,-0.1931322589071518
2048,-0.19234634057434077
2049,-0.1912328916858076
2050,-0.19246432854017528
2051,-0.1936740134523921
2052,-0.19261904430512455
2053,-0.19337094163834967
2054,-0.1922343418588879
2055,-0.19182552963354146
2056,-0.1917640958635548
2057,-0.1919920758718644
2058,-0.19120775742879004
2059,-0.19340431704210792
2060,-0.1922972422173666
2061,-0.19193267636545577
2062,-0.1918707762999231
2063,-0.19075234848696762
2064,-0.18996139414365176
2065,-0.1898946498446242
2066,-0.19235417776489241
2067,-0.1917831058989619
2068,-0.19107615995076527
2069,-0.19055950772635294
2070,-0.19151014007891867
2071,-0.19063787551303976
2072,-0.1899687430824924
2073,-0.19058614040110367
2074,-0.1904076783752138
2075,-0.18974808510192354
2076,-0.18955651867600604
2077,-0.18863071486313296
2078,-0.19037248156292255
2079,-0.1906137033698512
2080,-0.1899605572048541
2081,-0.18925968935776658
2082,-0.18830005258841426
2083,-0.18815383505093425
2084,-0.18714348066667671
2085,-0.1869042071789375
2086,-0.1883484541709999
2087,-0.18747826055070022
2088,-0.18710757899463573
2089,-0.1872704049463757
2090,-0.18735351159447702
2091,-0.18631364953418306
2092,-0.18844725804206947
2093,-0.18766396742312316
2094,-0.18682278145486758
2095,-0.1858813026612932
2096,-0.1852930030447772
2097,-0.18593958196867344
2098,-0.19036571442329112
2099,-0.19104214292540736
2100,-0.19108480651234677
2101,-0.19222160446782002
2102,-0.1918188988254015
2103,-0.19117830705671593
2104,-0.191353971651029
2105,-0.19042634325918356
2106,-0.18942011677390289
2107,-0.189312999488162
2108,-0.19061205452363508
2109,-0.1895342709346985
2110,-0.18871420881480777
2111,-0.18814119990445582
2112,-0.1873490342921774
2113,-0.18749887759278733
2114,-0.1864636820713062
2115,-0.18579903634399544
2116,-0.1851926334393473
2117,-0.18454788857466578
2118,-0.18353165577903216
2119,-0.18355273557342705
2120,-0.18300909283656588
2121,-0.18273502622430104
2122,-0.1821203716708384
2123,-0.1815722237753183
2124,-0.180549369170675
2125,-0.17957604208818229
2126,-0.178640933686349
2127,-0.17834832578094378
2128,-0.1778490427832026
2129,-0.17704410529710565
2130,-0.17825308721191277
2131,-0.17940634881883014
2132,-0.17838355362214542
2133,-0.17886887324967274
2134,-0.17926154588160925
2135,-0.17923190675525943
2136,-0.1782465455821462
2137,-0.17806121200868746
2138,-0.18005849645439095
2139,-0.17905444139233545
2140,-0.17863242664193235
2141,-0.17757523848693224
2142,-0.1769193099147544
2143,-0.1762950616159702
2144,-0.1758891385905647
2145,-0.17493370047042558
2146,-0.17720320189583336
2147,-0.1791934867066974
2148,-0.18069077938383366
2149,-0.17997896005894864
2150,-0.17986191207487073
2151,-0.1791431584555017
2152,-0.17911170197615772
2153,-0.1781800693626827
2154,-0.17750361353917055
2155,-0.17868300329227538
2156,-0.17814283445551218
2157,-0.17710489948435623
2158,-0.17612430326487022
2159,-0.17597729152406158
2160,-0.17604603691715423
2161,-0.17917939100247893
2162,-0.17932703803587738
2163,-0.1789105649757486
2164,-0.17929283315952607
2165,-0.1789542693476311
2166,-0.1786133167082889
2167,-0.17930941759876654
2168,-0.1816674365577351
2169,-0.18209856192347532
2170,-0.1822186456087549
2171,-0.18211206882083403
2172,-0.18108817518520332
2173,-0.1821919631073809
2174,-0.1833971003249579
2175,-0.18443803973217818
2176,-0.18402970438743194
2177,-0.18392152332774442
2178,-0.18337005124678593
2179,-0.18345198145390382
2180,-0.1830851270591232
2181,-0.18355644369065582
2182,-0.1861892539745358
2183,-0.18748379829833617
2184,-0.18801014020109438
2185,-0.1871387303612278
2186,-0.18620011884824772
2187,-0.18724525918780963
2188,-0.18715486450521873
2189,-0.18613548015258602
2190,-0.18519499656665925
2191,-0.18818056995522858
2192,-0.18898919349153515
2193,-0.18853824627341792
2194,-0.19137224486056548
2195,-0.19401901416696
2196,-0.19332872612715238
2197,-0.1928948026382796
2198,-0.1922816564281082
2199,-0.19336737031576481
2200,-0.19398471140223503
2201,-0.19319714091757043
2202,-0.19275512097157635
2203,-0.19380658666989595
2204,-0.19376703631119824
2205,-0.19737031689903595
2206,-0.1972584150055393
2207,-0.19810683231748694
2208,-0.1981440025319202
2209,-0.20016323324067778
2210,-0.20191184032815823
2211,-0.2011854207589247
2212,-0.2030895692672192
2213,-0.20222359201480633
2214,-0.2017716063408161
2215,-0.20127164312511847
2216,-0.2005711144442456
2217,-0.20063221667955164
2218,-0.1997655615620584
2219,-0.19893894809286183
2220,-0.200912420451318
2221,-0.20032829917032316
2222,-0.19986240370911715
2223,-0.2005516571181938
2224,-0.19948284516116066
2225,-0.20023045873472317
2226,-0.20004385160360433
2227,-0.19975355857951116
2228,-0.19892113697214486
2229,-0.1981401390318325
2230,-0.19809425526450775
2231,-0.1976929084821984
2232,-0.19683305924796038
2233,-0.19682227992055146
2234,-0.19610977583019565
2235,-0.19701973281107832
2236,-0.19647438537760442
2237,-0.19593064239800603
2238,-0.19591172084513803
2239,-0.19508288099970647
2240,-0.19528141227778661
2241,-0.19691691455791702
2242,-0.19595252477914807
2243,-0.19525782381477252
2244,-0.19434938544934457
2245,-0.19348165454019592
2246,-0.19251394837895253
2247,-0.19400169700726047
2248,-0.19368035987584867
2249,-0.19282276686688887
2250,-0.1923201276398126
2251,-0.1950081022296847
2252,-0.19491654183523116
2253,-0.19476696938032043
2254,-0.19686051638150198
2255,-0.1961010983188371
2256,-0.19626011638387758
2257,-0.19531791322224473
2258,-0.19682846399101273
2259,-0.19766030784575275
2260,-0.1973845309378769
2261,-0.19635428982540015
2262,-0.19698407762897988
2263,-0.19612114778907644
2264,-0.19711910238368485
2265,-0.1960875310686856
2266,-0.19538173021173724
2267,-0.1946235924091838
2268,-0.19377788015590816
2269,-0.19335474870345384
2270,-0.19244060918229017
2271,-0.1914274187756801
2272,-0.19095844211159274
2273,-0.19111822346645316
2274,-0.1900763247314998
2275,-0.18995239747895712
2276,-0.18963030423718677
2277,-0.1885994840302228
2278,-0.19053402864563815
2279,-0.18962099832958468
2280,-0.19047597995686832
2281,-0.19347947695516063
2282,-0.19286413129414295
2283,-0.1922818419505242
2284,-0.19151660147489072
2285,-0.19077857967463357
2286,-0.19043959153448228
2287,-0.19128533966992117
2288,-0.19047519904295068
2289,-0.189826520228464
2290,-0.1895494095202922
2291,-0.1885254954899493
2292,-0.18796668286533627
2293,-0.18839666148596226
2294,-0.18914799758568873
2295,-0.18920327029163192
2296,-0.18902216863995341
2297,-0.18873417427953426
2298,-0.18799410075989115
2299,-0.1876528643747626
2300,-0.18674686374574065
2301,-0.1861569607515533
2302,-0.18774373539347894
2303,-0.1869388342813505
2304,-0.18783683987889085
2305,-0.18732397743224163
2306,-0.18822869881983126
2307,-0.1875325408847038
2308,-0.18821738580055897
2309,-0.18945341190142365
2310,-0.18852891935586447
2311,-0.187543231611139
2312,-0.186998771194935
2313,-0.18783656599549056
2314,-0.1869406692903234
2315,-0.18644434148215946
2316,-0.18759184552157293
2317,-0.1871181415571582
2318,-0.1865443961477644
2319,-0.18627059513771324
2320,-0.18586623221749132
2321,-0.18521547395828847
2322,-0.18570783948376265
