k,gamma
443,-0.21625664552073232
444,-0.21519455235627033
445,-0.21856735551959874
446,-0.21722445856342898
447,-0.2168646325506351
448,-0.21257388045071524
449,-0.21255870257011145
450,-0.20951349733095487
451,-0.20538101070651388
452,-0.21409290293874522
453,-0.21367264998545388
454,-0.20906796547919165
455,-0.2056277529056964
456,-0.2036664378153255
457,-0.20348529245619545
458,-0.20588869612187913
459,-0.20803900331408898
460,-0.20509615025440775
461,-0.2026562336973081
462,-0.220142794406574
463,-0.2254594778904635
464,-0.22233596711949716
465,-0.22253011485562232
466,-0.23132669738204634
467,-0.22764541795224252
468,-0.2235952898782138
469,-0.2270959513798203
470,-0.22675082185250273
471,-0.2249027743299387
472,-0.22096695788302548
473,-0.21864403290087386
474,-0.21603881358342683
475,-0.21204146059437282
476,-0.22161616932362999
477,-0.22926898229935783
478,-0.2256543852122526
479,-0.2269319682220612
480,-0.2228748293572177
481,-0.22876399813909293
482,-0.2262623082200021
483,-0.22261564537692743
484,-0.21987542779925934
485,-0.22659572118369825
486,-0.22870547410780126
487,-0.2322044011284419
488,-0.23247518622009167
489,-0.23636812564465204
490,-0.23589758447135484
491,-0.23976192100416222
492,-0.24113402162679384
493,-0.2375127591825402
494,-0.24301448406020681
495,-0.24974197977350499
496,-0.24686274198439595
497,-0.24236106922246853
498,-0.2428726229853359
499,-0.23918016298937395
500,-0.23786348127409307
501,-0.24104664215496457
502,-0.24024547457037085
503,-0.23779793546489134
504,-0.23435367187593828
505,-0.23497663116320613
506,-0.23146717910967957
507,-0.23067951158476946
508,-0.23818123789092702
509,-0.24006972751224562
510,-0.24510922332632004
511,-0.24134457063760262
512,-0.24259858312963817
513,-0.24137117355414625
514,-0.238838439249658
515,-0.24752690944918834
516,-0.24897987671250324
517,-0.244725597944762
518,-0.24142345601446244
519,-0.24174089906479673
520,-0.2394026049924656
521,-0.23758569282025743
522,-0.23566760783100965
523,-0.23245705403381184
524,-0.22969972023669982
525,-0.2308809332563183
526,-0.22937426300453054
527,-0.22859561026286251
528,-0.22699544664619292
529,-0.22360037798551485
530,-0.23528952134738165
531,-0.23448530983868526
532,-0.23058307224143565
533,-0.22700769490477332
534,-0.2335467243884107
535,-0.23187231670822386
536,-0.22924314162249243
537,-0.225826716183295
538,-0.2242938020960209
539,-0.22613196922879766
540,-0.2228400590861282
541,-0.22038774746235995
542,-0.21988501450388442
543,-0.22037241710963526
544,-0.21669490292226468
545,-0.2130921884442109
546,-0.20946439620730195
547,-0.2066790879646782
548,-0.2051409158752418
549,-0.20926436643303364
550,-0.20827229796198216
551,-0.20447409818764492
552,-0.20432750547101405
553,-0.20969350456563446
554,-0.2075960572129034
555,-0.20782477943545263
556,-0.20776690701270709
557,-0.20492030139829415
558,-0.20985270929379934
559,-0.21822720891377817
560,-0.2144645747979057
561,-0.21390020854985967
562,-0.21189867816241267
563,-0.2141217059065317
564,-0.2138110312053702
565,-0.21455167030916847
566,-0.21403047966099403
567,-0.21278596587841017
568,-0.20949113631735633
569,-0.20870294002032488
570,-0.207979692820368
571,-0.211155501374908
572,-0.21210197494064315
573,-0.2149798201366197
574,-0.21340252281628877
575,-0.21145785453482663
576,-0.21375162394489114
577,-0.21086669576512967
578,-0.21909590714941846
579,-0.21626360898798005
580,-0.21849527467499413
581,-0.21588545423210567
582,-0.21248892371664643
583,-0.2107876270066488
584,-0.2095630279176677
585,-0.20983698674393556
586,-0.20775601971049978
587,-0.20418489609673926
588,-0.2040689228980995
589,-0.20057204333245474
590,-0.19891007305936653
591,-0.20530385833819362
592,-0.20301010641039383
593,-0.2019223777863398
594,-0.1992507298396238
595,-0.19824993343691272
596,-0.19507171204567922
597,-0.19227828707671965
598,-0.19072792762362933
599,-0.19200394257340866
600,-0.1886845233691949
601,-0.18602931760486652
602,-0.18913792837432325
603,-0.1924315259191801
604,-0.19926822423442328
605,-0.1995015426923019
606,-0.20123761210042382
607,-0.1978316548287533
608,-0.1962388404940056
609,-0.19497873157399281
610,-0.19371008565408765
611,-0.19086401690239513
612,-0.19449588174344484
613,-0.19744325009456126
614,-0.19562704293511748
615,-0.19664147800790488
616,-0.19356602187160926
617,-0.19217010418833305
618,-0.19544003338157878
619,-0.19683902977293674
620,-0.19388787837614804
621,-0.19400024183516903
622,-0.20711301698883625
623,-0.20678561752058286
624,-0.20581307335785468
625,-0.2037973151584868
626,-0.20106765489919104
627,-0.20489033238334967
628,-0.2027350713258814
629,-0.20083800551256328
630,-0.1984868114011407
631,-0.1957120823609757
632,-0.19394803030228633
633,-0.19118627117382322
634,-0.1959570300151206
635,-0.19303209076435818
636,-0.1929092028587038
637,-0.19097914590086484
638,-0.19330272406797586
639,-0.19097333914830025
640,-0.18981217154289703
641,-0.19539811425381765
642,-0.19273602436483261
643,-0.19410653992009946
644,-0.19114819328004112
645,-0.19345826824408993
646,-0.19163396272093827
647,-0.1896718957840751
648,-0.18874633001713512
649,-0.18785609629376715
650,-0.18544659003153172
651,-0.18512821296181367
652,-0.18323749933254238
653,-0.18119785904865238
654,-0.18302366832797923
655,-0.18288289093917498
656,-0.18017409990709513
657,-0.17798084697357783
658,-0.17668714422450424
659,-0.17854641510907968
660,-0.1792393670698141
661,-0.17868062900027878
662,-0.1759844913286116
663,-0.17635093839231905
664,-0.17408019520015205
665,-0.17458886082115707
666,-0.17247192707287265
667,-0.1719960992238191
668,-0.17523939351022044
669,-0.1733793099002701
670,-0.17522143083720812
671,-0.1759926080605774
672,-0.17409457981232018
673,-0.17531369997940052
674,-0.1782604075353291
675,-0.1790222946662273
676,-0.17729532637707465
677,-0.17687526700230868
678,-0.1749474996644025
679,-0.17912151382680314
680,-0.1785839703919747
681,-0.1784569385484573
682,-0.18424572807710152
683,-0.18362078482977667
684,-0.1813662376753574
685,-0.18056964975659834
686,-0.17781893987932587
687,-0.1772027591242653
688,-0.17457292571961233
689,-0.17525768908870823
690,-0.17391768591833143
691,-0.17190538280019982
692,-0.1726453513345888
693,-0.16986233000354806
694,-0.16797688646011943
695,-0.16795272216449997
696,-0.1651541139100119
697,-0.16412389559244928
698,-0.16778824178798812
699,-0.16682415748410862
700,-0.16823442160427718
701,-0.16722657371962857
702,-0.16824224517669412
703,-0.167046660916821
704,-0.16505397954631854
705,-0.16257009315718413
706,-0.16364687119972493
707,-0.16366860256190008
708,-0.16210189867349195
709,-0.1660143444963424
710,-0.1635599565883066
711,-0.16463963978273688
712,-0.1620889389259973
713,-0.16486833338506546
714,-0.16651474338813585
715,-0.16387562073209955
716,-0.16127641293553832
717,-0.1601878202902147
718,-0.15866084767208868
719,-0.1569023918610158
720,-0.1698215769063708
721,-0.16877409993269915
722,-0.1661580527870397
723,-0.1640332879392375
724,-0.1635074312065799
725,-0.16293776919286304
726,-0.1604004593334677
727,-0.16196591592121368
728,-0.1615926933258598
729,-0.1594959949086652
730,-0.16126925737903544
731,-0.16141794504204532
732,-0.16033676754934198
733,-0.1606020553229734
734,-0.16068453765060642
735,-0.16268249824789752
736,-0.1604184631048304
737,-0.1608236975819657
738,-0.16125969485154165
739,-0.1603210533344479
740,-0.16002598750077343
741,-0.1675809757655927
742,-0.16600333314311458
743,-0.16882869778294507
744,-0.17917851481906671
745,-0.17730721439225924
746,-0.17466069410088664
747,-0.17703330374009077
748,-0.1784251135206926
749,-0.17646046145105854
750,-0.1748207776179821
751,-0.17872994493914132
752,-0.18545668371989393
753,-0.18296905346875172
754,-0.18261385054160684
755,-0.18436911645029197
756,-0.18522927797922714
757,-0.1867924355237369
758,-0.18437442845790628
759,-0.1859303267370524
760,-0.18621977561153102
761,-0.18830234191099385
762,-0.18814830490296974
763,-0.18657649480744792
764,-0.19136244543352296
765,-0.1908131771414587
766,-0.18995684516413466
767,-0.18841482048757927
768,-0.19050585941246415
769,-0.18806183497727533
770,-0.18747911015022292
771,-0.18478975442690304
772,-0.18379798932259495
773,-0.18779338834473439
774,-0.18991893188863282
775,-0.1877282834856697
776,-0.18646750894576866
777,-0.18450703779696281
778,-0.183316788980367
779,-0.18121395029721293
780,-0.1807634907396281
781,-0.1812073124796803
782,-0.18096888437052863
783,-0.17881695726083435
784,-0.17769193011631007
785,-0.17594770089323827
786,-0.17390238343791112
787,-0.17426723201938843
788,-0.1735439609970489
789,-0.1762552274806083
790,-0.17498555806873586
791,-0.17433703810054135
792,-0.17505130478204586
793,-0.17415383088649627
794,-0.17242220587575344
795,-0.17166609889493814
796,-0.17561039323384897
797,-0.17386196721842204
798,-0.17190101697454455
799,-0.1794084883859516
800,-0.17692676921916947
801,-0.17459108819636013
802,-0.17363621792680656
803,-0.17226129996986503
804,-0.16996434660821982
805,-0.16849111352334215
806,-0.17127013566461158
807,-0.17041079571139436
808,-0.16975133969169576
809,-0.168300196315891
810,-0.16846048938099922
811,-0.16882584918284113
812,-0.1671013963988656
813,-0.16671377315274574
814,-0.16988879994536119
815,-0.16760824786351755
816,-0.17343092418251693
817,-0.17175617662103151
818,-0.17518041088046718
819,-0.17484622092101182
820,-0.17623365022249377
821,-0.1743635261065642
822,-0.17523172583087665
823,-0.17361991367266905
824,-0.17249426868741632
825,-0.17009427388174603
826,-0.17134880102683941
827,-0.17166396040719156
828,-0.16998235870912173
829,-0.17549165813205192
830,-0.1752786795920449
831,-0.17339050511291365
832,-0.17935311241842053
833,-0.17848579373551587
834,-0.17673563672905798
835,-0.17462312031445398
836,-0.17376588080537406
837,-0.1716282223974532
838,-0.17009562862945707
839,-0.16875404458588808
840,-0.16676825291585312
841,-0.1653293421142538
842,-0.1631790549410868
843,-0.1618063013014734
844,-0.1663065123511661
845,-0.16703091097138595
846,-0.1661074006614289
847,-0.16522569254615851
848,-0.1635530902569411
849,-0.16136822706267814
850,-0.15981480449445395
851,-0.1576417190648711
852,-0.16252746905322368
853,-0.16674470505108457
854,-0.16530851314486553
855,-0.163918182816332
856,-0.16402255880375433
857,-0.16323548241018104
858,-0.16162337560641765
859,-0.1594509491467113
860,-0.15743231556756832
861,-0.15531462508398772
862,-0.15310290832634807
863,-0.15363287227904687
864,-0.15312412002599174
865,-0.15423946843532405
866,-0.15501224803664615
867,-0.15580388707012335
868,-0.15864334719364853
869,-0.15907141454438303
870,-0.16081959271140026
871,-0.1598722281206437
872,-0.16148471648205365
873,-0.16118512218399664
874,-0.16187659887042635
875,-0.1607351257830766
876,-0.16544995767025686
877,-0.1645932984860707
878,-0.163622486309527
879,-0.16511077595644508
880,-0.16395798588414068
881,-0.167965040301355
882,-0.1658852290693007
883,-0.16727814827701504
884,-0.16573664781060743
885,-0.1640530016006583
886,-0.16232412797410076
887,-0.16320294018773157
888,-0.16423293893105825
889,-0.16288440324479087
890,-0.16446587328818071
891,-0.16894029486180018
892,-0.16846360474796215
893,-0.16776502800600526
894,-0.1662400973373171
895,-0.16705810172767935
896,-0.1671324927868324
897,-0.16807931697200915
898,-0.17025663218522682
899,-0.1682161954196837
900,-0.1662550038099313
901,-0.16535858598720746
902,-0.1649297563917932
903,-0.16338017526267112
904,-0.16145771427781813
905,-0.1617617076023602
906,-0.1605322185042242
907,-0.1633239864499768
908,-0.16137537553323267
909,-0.16066144598363166
910,-0.15923662032112718
911,-0.15735862553459243
912,-0.15715728440125973
913,-0.1593082704250483
914,-0.16196529792684863
915,-0.16199477659018482
916,-0.1622078883845001
917,-0.16338335530672718
918,-0.1623775842150351
919,-0.1631451817645905
920,-0.161177643540165
921,-0.16057518975542134
922,-0.1623151236905975
923,-0.16775907370779425
924,-0.16588735475090383
925,-0.16547494391843542
926,-0.1692611034469977
927,-0.16987468607957878
928,-0.17634357473245213
929,-0.17791931299794442
930,-0.17571706283529426
931,-0.17450276947297674
932,-0.1738435134005621
933,-0.17188314376602257
934,-0.17279877100039182
935,-0.17073752641470674
936,-0.17103718280056737
937,-0.17372119014337242
938,-0.17319468625244397
939,-0.17253484119411588
940,-0.17304377997640222
941,-0.17256394083267532
942,-0.17167997394449977
943,-0.17092944946511787
944,-0.1704857366068048
945,-0.16979062761004113
946,-0.17057602322489052
947,-0.16858038557759536
948,-0.1707479717571291
949,-0.17615569685439691
950,-0.17591896140565585
951,-0.17636273746114625
952,-0.17617786927275456
953,-0.17472635028324648
954,-0.17262720496551018
955,-0.1705101392585032
956,-0.17044413336207345
957,-0.1714074863211007
958,-0.17504248387698926
959,-0.17365037051336257
960,-0.17515555427940876
961,-0.17387808436209568
962,-0.18310581471867945
963,-0.1818598149077355
964,-0.18260827776712965
965,-0.18408204631069325
966,-0.1849152150856899
967,-0.18312667946094657
968,-0.18365915890736748
969,-0.18618236649394931
970,-0.18692468222202166
971,-0.1855520718572161
972,-0.18394155129958226
973,-0.182762179897963
974,-0.18454609419637236
975,-0.1867309307655622
976,-0.18842391983041062
977,-0.1878641659777518
978,-0.18603614894340817
979,-0.18677561642536558
980,-0.18615295875589943
981,-0.1859762876772749
982,-0.1841873705413101
983,-0.18218349158658514
984,-0.18155924434009385
985,-0.1807843586954367
986,-0.17977064122586114
987,-0.1811713083044915
988,-0.17925656027928527
989,-0.17780166931648478
990,-0.17586949773997476
991,-0.18199714093992153
992,-0.18299065982360432
993,-0.18425429067752624
994,-0.1850954300625955
995,-0.1893147802129612
996,-0.18825151870809748
997,-0.18670343037497938
998,-0.18730015891801358
999,-0.18864670947119186
1000,-0.19134177232675012
1001,-0.19091947522806912
1002,-0.1896056496967113
1003,-0.19456603509186915
1004,-0.1948045607526148
1005,-0.19514065777832326
1006,-0.1968704081415299
1007,-0.19774120538094053
1008,-0.20050713626427175
1009,-0.19917633629973214
1010,-0.19837261771859147
1011,-0.1965412351897175
1012,-0.20306668918908471
1013,-0.20949773338291883
1014,-0.2076067547955324
1015,-0.20852655860803665
1016,-0.20887098782464467
1017,-0.20958178640228192
1018,-0.20956569995921154
1019,-0.20821797079665877
1020,-0.21012445964599125
1021,-0.2133197013456865
1022,-0.21114239204028182
1023,-0.21141013221591337
1024,-0.21068127657231608
1025,-0.20869482246972196
1026,-0.20803416034212935
1027,-0.2064630292386924
1028,-0.2054927915502157
1029,-0.2043304899993087
1030,-0.2040849892913469
1031,-0.20311169967247078
1032,-0.2032874810573911
1033,-0.20215777097435156
1034,-0.20110863664627981
1035,-0.20023744491223067
1036,-0.19881511029869323
1037,-0.19751444846844668
1038,-0.1974935252670438
1039,-0.19635425555820318
1040,-0.19449912919755757
1041,-0.19291665363817354
1042,-0.19086533742915096
1043,-0.1891622384861904
1044,-0.18778090159109212
1045,-0.1862633267737931
1046,-0.18540264405900472
1047,-0.18338437141114045
1048,-0.18187049081384127
1049,-0.18091082896837396
1050,-0.1811952974010599
1051,-0.1799441407969485
1052,-0.18008402567128817
1053,-0.17835389939287044
1054,-0.17816211207736798
1055,-0.17862172877064847
1056,-0.1801472239498439
1057,-0.18016833152386022
1058,-0.17983990308986017
1059,-0.17944247726492057
1060,-0.18044639165349094
1061,-0.17878535726830297
1062,-0.17929106468177503
1063,-0.17935858140211758
1064,-0.17804918180856463
1065,-0.17780106404947008
1066,-0.1765232639759402
1067,-0.17704017075225173
1068,-0.17557093680402813
1069,-0.17366910483107742
1070,-0.17268240982656186
1071,-0.17389498066082656
1072,-0.1747691848708882
1073,-0.1748675153209
1074,-0.17617234020457814
1075,-0.17641636840106203
1076,-0.17503643820658346
1077,-0.17385791337860235
1078,-0.17269898772876774
1079,-0.17095135310810322
1080,-0.17017674449711925
1081,-0.1723317575987915
1082,-0.17113081122272863
1083,-0.17264963806673814
1084,-0.17105596526438824
1085,-0.16920814961885253
1086,-0.1691266949072188
1087,-0.1699285271998057
1088,-0.17736862402702408
1089,-0.181193950728261
1090,-0.17949957614103024
1091,-0.17883067852977108
1092,-0.18043556510451617
1093,-0.17916752077562648
1094,-0.18106424515727718
1095,-0.18340728663705907
1096,-0.18391861052548894
1097,-0.18428604515142893
1098,-0.18257049567468778
1099,-0.18424290769919394
1100,-0.1839261787186852
1101,-0.1820125328885031
1102,-0.18660203471196615
1103,-0.18557047165809812
1104,-0.1846942216534207
1105,-0.1833993475030445
1106,-0.18157399067159274
1107,-0.18119468091110846
1108,-0.17941100321170264
1109,-0.1778373227300827
1110,-0.17612980859158858
1111,-0.17759448503429384
1112,-0.17726054149620812
1113,-0.1757099928812304
1114,-0.17550054380321056
1115,-0.17382521882090532
1116,-0.17296802645931908
1117,-0.17126113701203916
1118,-0.16957618859220575
1119,-0.16926259496557491
1120,-0.1695254550523683
1121,-0.16793569114048504
1122,-0.16680091939419137
1123,-0.16658300287607886
1124,-0.1651855743762978
1125,-0.1651945242055181
1126,-0.1654854739020737
1127,-0.1655881314151482
1128,-0.16421308647997712
1129,-0.16444158268028897
1130,-0.1626675877972587
1131,-0.16090522465985643
1132,-0.1596898146949799
1133,-0.15893497533532708
1134,-0.1580395854240392
1135,-0.1565231874588017
1136,-0.15869125683871954
1137,-0.16000727420590038
1138,-0.16055702330365515
1139,-0.15995227045203558
1140,-0.15896812544942746
1141,-0.15791582316338795
1142,-0.15771751572302758
1143,-0.15911730773259153
1144,-0.1578673073099931
1145,-0.15739966397237456
1146,-0.15575347466273318
1147,-0.1559325891882989
1148,-0.1579090534669907
1149,-0.15758969365397069
1150,-0.15784937983554925
1151,-0.15634239307359926
1152,-0.15470706805538711
1153,-0.15390307898204988
1154,-0.15255583130572556
1155,-0.1555856473199479
1156,-0.1566855713782009
1157,-0.15783683061039536
1158,-0.1573068799833576
1159,-0.15618484466115892
1160,-0.1548731231501351
1161,-0.15531401307846027
1162,-0.1552598938013279
1163,-0.15557778996644747
1164,-0.15403809207524877
1165,-0.15392090006979126
1166,-0.15253945495901147
1167,-0.152163752725821
1168,-0.15198087359562806
1169,-0.1568435953694656
1170,-0.1552131373126397
1171,-0.15598747273519678
1172,-0.15763226123679505
1173,-0.15938613197680457
1174,-0.16186260409658132
1175,-0.1608430665334223
1176,-0.1599218326477221
1177,-0.15827277045051208
1178,-0.15887601274854424
1179,-0.15745902573317638
1180,-0.15754061940783756
1181,-0.15849080116237868
1182,-0.15770559448413599
1183,-0.16118853564344793
1184,-0.1614639306131516
1185,-0.16130098185753072
1186,-0.16140309977724965
1187,-0.16000653608923285
1188,-0.16207958437935027
1189,-0.16069328177404413
1190,-0.16036871665224378
1191,-0.16093481590130776
1192,-0.1596444883417562
1193,-0.15812014236517552
1194,-0.160047253056718
1195,-0.15890183982813363
1196,-0.1579662387987997
1197,-0.158172983905412
1198,-0.1571620577162483
1199,-0.1586729460663074
1200,-0.15701598748022733
1201,-0.15643645467526587
1202,-0.15598622025526057
1203,-0.15492196758152327
1204,-0.15553571155612653
1205,-0.15423558473721283
1206,-0.15311272538442874
1207,-0.1531883163512699
1208,-0.15453546212116093
1209,-0.15430293208300686
1210,-0.15318170621390806
1211,-0.1544686950553877
1212,-0.15292127957247392
1213,-0.1529349455343811
1214,-0.1535016672293973
1215,-0.15741569700719685
1216,-0.15786037187926263
1217,-0.15630090403642555
1218,-0.15778474781602828
1219,-0.16134630294297103
1220,-0.16199310019606447
1221,-0.16298880817517
1222,-0.16347225031471116
1223,-0.16614923429022763
1224,-0.1680300134779371
1225,-0.1663410428558988
1226,-0.1710370659101672
1227,-0.17481944211445694
1228,-0.17341789396030366
1229,-0.17649320628015658
1230,-0.17572031457567755
1231,-0.1741631257923593
1232,-0.17668379885228064
1233,-0.1750787620183846
1234,-0.18010300925336614
1235,-0.17857891867183479
1236,-0.17804645784266707
1237,-0.1766178678520605
1238,-0.17677722896993933
1239,-0.17747745057125608
1240,-0.18028805469554907
1241,-0.1787488692997478
1242,-0.18028978946595992
1243,-0.1824406621853448
1244,-0.18135679307563193
1245,-0.1813907193431535
1246,-0.1805499545086225
